id_riesgo,activo,amenaza,nivel_riesgo,clasificacion,control_id,control_nombre,control_categoria,control_tipo
R017,Documentación Técnica,Malware/Ransomware,63,Crítico,A.5.7,Inteligencia de amenazas,Organizacional,Detectivo
R017,Documentación Técnica,Malware/Ransomware,63,Crítico,A.8.1,Dispositivos de punto final del usuario,Tecnológico,Preventivo
R017,Documentación Técnica,Malware/Ransomware,63,Crítico,A.8.7,Protección contra malware,Tecnológico,Preventivo
R017,Documentación Técnica,Malware/Ransomware,63,Crítico,A.8.8,Gestión de vulnerabilidades técnicas,Tecnológico,Preventivo
R017,Documentación Técnica,Malware/Ransomware,63,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R017,Documentación Técnica,Malware/Ransomware,63,Crítico,A.8.16,Actividades de monitoreo,Tecnológico,Detectivo
R017,Documentación Técnica,Malware/Ransomware,63,Crítico,A.8.23,Filtrado web,Tecnológico,Preventivo
R057,Documentación Técnica,Denegación de Servicio (DoS),63,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R057,Documentación Técnica,Denegación de Servicio (DoS),63,Crítico,A.8.16,Actividades de monitoreo,Tecnológico,Detectivo
R057,Documentación Técnica,Denegación de Servicio (DoS),63,Crítico,A.8.20,Seguridad de redes,Tecnológico,Preventivo
R067,Documentación Técnica,Fuga de Información,63,Crítico,A.5.23,Seguridad de la información en el uso de servicios en la nube,Organizacional,Preventivo
R067,Documentación Técnica,Fuga de Información,63,Crítico,A.6.1,Investigación de antecedentes,Personas,Preventivo
R067,Documentación Técnica,Fuga de Información,63,Crítico,A.6.2,Términos y condiciones de empleo,Personas,Preventivo
R067,Documentación Técnica,Fuga de Información,63,Crítico,A.7.7,Escritorio y pantalla limpios,Físico,Preventivo
R067,Documentación Técnica,Fuga de Información,63,Crítico,A.7.10,Medios de almacenamiento,Físico,Preventivo
R067,Documentación Técnica,Fuga de Información,63,Crítico,A.8.3,Restricción de acceso a la información,Tecnológico,Preventivo
R067,Documentación Técnica,Fuga de Información,63,Crítico,A.8.11,Enmascaramiento de datos,Tecnológico,Preventivo
R067,Documentación Técnica,Fuga de Información,63,Crítico,A.8.12,Prevención de fuga de datos,Tecnológico,Preventivo/Detectivo
R067,Documentación Técnica,Fuga de Información,63,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R067,Documentación Técnica,Fuga de Información,63,Crítico,A.8.24,Uso de criptografía,Tecnológico,Preventivo
R067,Documentación Técnica,Fuga de Información,63,Crítico,A.8.31,"Separación de ambientes de desarrollo, prueba y producción",Tecnológico,Preventivo
R069,Portal Web Público,Fuga de Información,63,Crítico,A.5.23,Seguridad de la información en el uso de servicios en la nube,Organizacional,Preventivo
R069,Portal Web Público,Fuga de Información,63,Crítico,A.6.1,Investigación de antecedentes,Personas,Preventivo
R069,Portal Web Público,Fuga de Información,63,Crítico,A.6.2,Términos y condiciones de empleo,Personas,Preventivo
R069,Portal Web Público,Fuga de Información,63,Crítico,A.7.7,Escritorio y pantalla limpios,Físico,Preventivo
R069,Portal Web Público,Fuga de Información,63,Crítico,A.7.10,Medios de almacenamiento,Físico,Preventivo
R069,Portal Web Público,Fuga de Información,63,Crítico,A.8.3,Restricción de acceso a la información,Tecnológico,Preventivo
R069,Portal Web Público,Fuga de Información,63,Crítico,A.8.11,Enmascaramiento de datos,Tecnológico,Preventivo
R069,Portal Web Público,Fuga de Información,63,Crítico,A.8.12,Prevención de fuga de datos,Tecnológico,Preventivo/Detectivo
R069,Portal Web Público,Fuga de Información,63,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R069,Portal Web Público,Fuga de Información,63,Crítico,A.8.24,Uso de criptografía,Tecnológico,Preventivo
R069,Portal Web Público,Fuga de Información,63,Crítico,A.8.31,"Separación de ambientes de desarrollo, prueba y producción",Tecnológico,Preventivo
R019,Portal Web Público,Malware/Ransomware,63,Crítico,A.5.7,Inteligencia de amenazas,Organizacional,Detectivo
R019,Portal Web Público,Malware/Ransomware,63,Crítico,A.8.1,Dispositivos de punto final del usuario,Tecnológico,Preventivo
R019,Portal Web Público,Malware/Ransomware,63,Crítico,A.8.7,Protección contra malware,Tecnológico,Preventivo
R019,Portal Web Público,Malware/Ransomware,63,Crítico,A.8.8,Gestión de vulnerabilidades técnicas,Tecnológico,Preventivo
R019,Portal Web Público,Malware/Ransomware,63,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R019,Portal Web Público,Malware/Ransomware,63,Crítico,A.8.16,Actividades de monitoreo,Tecnológico,Detectivo
R019,Portal Web Público,Malware/Ransomware,63,Crítico,A.8.23,Filtrado web,Tecnológico,Preventivo
R059,Portal Web Público,Denegación de Servicio (DoS),63,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R059,Portal Web Público,Denegación de Servicio (DoS),63,Crítico,A.8.16,Actividades de monitoreo,Tecnológico,Detectivo
R059,Portal Web Público,Denegación de Servicio (DoS),63,Crítico,A.8.20,Seguridad de redes,Tecnológico,Preventivo
R099,Portal Web Público,Insider Threat,56,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R099,Portal Web Público,Insider Threat,56,Crítico,A.5.2,Roles y responsabilidades de seguridad,Organizacional,Preventivo
R099,Portal Web Público,Insider Threat,56,Crítico,A.6.1,Investigación de antecedentes,Personas,Preventivo
R099,Portal Web Público,Insider Threat,56,Crítico,A.6.2,Términos y condiciones de empleo,Personas,Preventivo
R099,Portal Web Público,Insider Threat,56,Crítico,A.8.2,Derechos de acceso privilegiados,Tecnológico,Preventivo
R099,Portal Web Público,Insider Threat,56,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R035,Correo Electrónico Corporativo,Fallo de Hardware,56,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R035,Correo Electrónico Corporativo,Fallo de Hardware,56,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R035,Correo Electrónico Corporativo,Fallo de Hardware,56,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R097,Documentación Técnica,Insider Threat,56,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R097,Documentación Técnica,Insider Threat,56,Crítico,A.5.2,Roles y responsabilidades de seguridad,Organizacional,Preventivo
R097,Documentación Técnica,Insider Threat,56,Crítico,A.6.1,Investigación de antecedentes,Personas,Preventivo
R097,Documentación Técnica,Insider Threat,56,Crítico,A.6.2,Términos y condiciones de empleo,Personas,Preventivo
R097,Documentación Técnica,Insider Threat,56,Crítico,A.8.2,Derechos de acceso privilegiados,Tecnológico,Preventivo
R097,Documentación Técnica,Insider Threat,56,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R049,Portal Web Público,Error Humano,56,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R049,Portal Web Público,Error Humano,56,Crítico,A.5.2,Roles y responsabilidades de seguridad,Organizacional,Preventivo
R049,Portal Web Público,Error Humano,56,Crítico,A.6.3,"Concienciación, educación y capacitación",Personas,Preventivo
R049,Portal Web Público,Error Humano,56,Crítico,A.8.9,Gestión de configuración,Tecnológico,Preventivo
R049,Portal Web Público,Error Humano,56,Crítico,A.8.31,"Separación de ambientes de desarrollo, prueba y producción",Tecnológico,Preventivo
R075,Correo Electrónico Corporativo,Interrupción de Servicios Públicos,56,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R075,Correo Electrónico Corporativo,Interrupción de Servicios Públicos,56,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R047,Documentación Técnica,Error Humano,56,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R047,Documentación Técnica,Error Humano,56,Crítico,A.5.2,Roles y responsabilidades de seguridad,Organizacional,Preventivo
R047,Documentación Técnica,Error Humano,56,Crítico,A.6.3,"Concienciación, educación y capacitación",Personas,Preventivo
R047,Documentación Técnica,Error Humano,56,Crítico,A.8.9,Gestión de configuración,Tecnológico,Preventivo
R047,Documentación Técnica,Error Humano,56,Crítico,A.8.31,"Separación de ambientes de desarrollo, prueba y producción",Tecnológico,Preventivo
R016,Estaciones de Trabajo,Malware/Ransomware,54,Crítico,A.5.7,Inteligencia de amenazas,Organizacional,Detectivo
R016,Estaciones de Trabajo,Malware/Ransomware,54,Crítico,A.8.1,Dispositivos de punto final del usuario,Tecnológico,Preventivo
R016,Estaciones de Trabajo,Malware/Ransomware,54,Crítico,A.8.7,Protección contra malware,Tecnológico,Preventivo
R016,Estaciones de Trabajo,Malware/Ransomware,54,Crítico,A.8.8,Gestión de vulnerabilidades técnicas,Tecnológico,Preventivo
R016,Estaciones de Trabajo,Malware/Ransomware,54,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R016,Estaciones de Trabajo,Malware/Ransomware,54,Crítico,A.8.16,Actividades de monitoreo,Tecnológico,Detectivo
R016,Estaciones de Trabajo,Malware/Ransomware,54,Crítico,A.8.23,Filtrado web,Tecnológico,Preventivo
R066,Estaciones de Trabajo,Fuga de Información,54,Crítico,A.5.23,Seguridad de la información en el uso de servicios en la nube,Organizacional,Preventivo
R066,Estaciones de Trabajo,Fuga de Información,54,Crítico,A.6.1,Investigación de antecedentes,Personas,Preventivo
R066,Estaciones de Trabajo,Fuga de Información,54,Crítico,A.6.2,Términos y condiciones de empleo,Personas,Preventivo
R066,Estaciones de Trabajo,Fuga de Información,54,Crítico,A.7.7,Escritorio y pantalla limpios,Físico,Preventivo
R066,Estaciones de Trabajo,Fuga de Información,54,Crítico,A.7.10,Medios de almacenamiento,Físico,Preventivo
R066,Estaciones de Trabajo,Fuga de Información,54,Crítico,A.8.3,Restricción de acceso a la información,Tecnológico,Preventivo
R066,Estaciones de Trabajo,Fuga de Información,54,Crítico,A.8.11,Enmascaramiento de datos,Tecnológico,Preventivo
R066,Estaciones de Trabajo,Fuga de Información,54,Crítico,A.8.12,Prevención de fuga de datos,Tecnológico,Preventivo/Detectivo
R066,Estaciones de Trabajo,Fuga de Información,54,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R066,Estaciones de Trabajo,Fuga de Información,54,Crítico,A.8.24,Uso de criptografía,Tecnológico,Preventivo
R066,Estaciones de Trabajo,Fuga de Información,54,Crítico,A.8.31,"Separación de ambientes de desarrollo, prueba y producción",Tecnológico,Preventivo
R056,Estaciones de Trabajo,Denegación de Servicio (DoS),54,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R056,Estaciones de Trabajo,Denegación de Servicio (DoS),54,Crítico,A.8.16,Actividades de monitoreo,Tecnológico,Detectivo
R056,Estaciones de Trabajo,Denegación de Servicio (DoS),54,Crítico,A.8.20,Seguridad de redes,Tecnológico,Preventivo
R096,Estaciones de Trabajo,Insider Threat,48,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R096,Estaciones de Trabajo,Insider Threat,48,Crítico,A.5.2,Roles y responsabilidades de seguridad,Organizacional,Preventivo
R096,Estaciones de Trabajo,Insider Threat,48,Crítico,A.6.1,Investigación de antecedentes,Personas,Preventivo
R096,Estaciones de Trabajo,Insider Threat,48,Crítico,A.6.2,Términos y condiciones de empleo,Personas,Preventivo
R096,Estaciones de Trabajo,Insider Threat,48,Crítico,A.8.2,Derechos de acceso privilegiados,Tecnológico,Preventivo
R096,Estaciones de Trabajo,Insider Threat,48,Crítico,A.8.15,Registro,Tecnológico,Detectivo
R046,Estaciones de Trabajo,Error Humano,48,Crítico,A.5.1,Políticas de seguridad de la información,Organizacional,Preventivo
R046,Estaciones de Trabajo,Error Humano,48,Crítico,A.5.2,Roles y responsabilidades de seguridad,Organizacional,Preventivo
R046,Estaciones de Trabajo,Error Humano,48,Crítico,A.6.3,"Concienciación, educación y capacitación",Personas,Preventivo
R046,Estaciones de Trabajo,Error Humano,48,Crítico,A.8.9,Gestión de configuración,Tecnológico,Preventivo
R046,Estaciones de Trabajo,Error Humano,48,Crítico,A.8.31,"Separación de ambientes de desarrollo, prueba y producción",Tecnológico,Preventivo
R081,Servidor de Base de Datos Principal,Desastre Natural,45,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R082,Base de Datos de Clientes,Desastre Natural,45,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R083,Sistema ERP,Desastre Natural,45,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R037,Documentación Técnica,Fallo de Hardware,42,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R037,Documentación Técnica,Fallo de Hardware,42,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R037,Documentación Técnica,Fallo de Hardware,42,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R077,Documentación Técnica,Interrupción de Servicios Públicos,42,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R077,Documentación Técnica,Interrupción de Servicios Públicos,42,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R039,Portal Web Público,Fallo de Hardware,42,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R039,Portal Web Público,Fallo de Hardware,42,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R039,Portal Web Público,Fallo de Hardware,42,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R079,Portal Web Público,Interrupción de Servicios Públicos,42,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R079,Portal Web Público,Interrupción de Servicios Públicos,42,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R090,Personal TI Especializado,Desastre Natural,40,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R088,Sistema de Respaldos,Desastre Natural,40,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R084,Red Corporativa,Desastre Natural,40,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R036,Estaciones de Trabajo,Fallo de Hardware,36,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R036,Estaciones de Trabajo,Fallo de Hardware,36,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R036,Estaciones de Trabajo,Fallo de Hardware,36,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R076,Estaciones de Trabajo,Interrupción de Servicios Públicos,36,Crítico,A.7.13,Protección de equipos de energía,Físico,Preventivo
R076,Estaciones de Trabajo,Interrupción de Servicios Públicos,36,Crítico,A.8.14,Redundancia de instalaciones de procesamiento de información,Tecnológico,Correctivo
R087,Documentación Técnica,Desastre Natural,35,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R089,Portal Web Público,Desastre Natural,35,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R085,Correo Electrónico Corporativo,Desastre Natural,35,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
R086,Estaciones de Trabajo,Desastre Natural,30,Crítico,A.8.13,Respaldo de información,Tecnológico,Correctivo
